Stock#,AXP(1)BA(2)CSCO(4)CVX(5)
趨勢值,0.2831477029
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)CVX(5)
趨勢值,0.2959617553
Stock#,CAT(3)CSCO(4)CVX(5)
趨勢值,0.3626840584
Stock#,AAPL(0)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3478251520
Stock#,AXP(1)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3408320254
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3338000597
Stock#,BA(2)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3724232389
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3652847375
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3577906724
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)
趨勢值,0.3515974703
Stock#,DIS(6)
趨勢值,0.2276523174
Stock#,AAPL(0)DIS(6)
趨勢值,0.3020574365
Stock#,AXP(1)DIS(6)
趨勢值,0.2784912157
Stock#,AAPL(0)AXP(1)DIS(6)
趨勢值,0.2974238141
Stock#,BA(2)DIS(6)
趨勢值,0.3205857390
Stock#,AAPL(0)BA(2)DIS(6)
趨勢值,0.3477822807
Stock#,AXP(1)BA(2)DIS(6)
趨勢值,0.3319461708
Stock#,AAPL(0)AXP(1)BA(2)DIS(6)
趨勢值,0.3339766772
Stock#,CAT(3)DIS(6)
趨勢值,0.6359206001
Stock#,AAPL(0)CAT(3)DIS(6)
趨勢值,0.4461244984
Stock#,AXP(1)CAT(3)DIS(6)
趨勢值,0.4685001234
Stock#,AAPL(0)AXP(1)CAT(3)DIS(6)
趨勢值,0.3968118473
Stock#,BA(2)CAT(3)DIS(6)
趨勢值,0.5109025709
Stock#,AAPL(0)BA(2)CAT(3)DIS(6)
趨勢值,0.4557354970
Stock#,AXP(1)BA(2)CAT(3)DIS(6)
趨勢值,0.4599514743
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)DIS(6)
趨勢值,0.4155361138
Stock#,CSCO(4)DIS(6)
趨勢值,0.2200967140
Stock#,AAPL(0)CSCO(4)DIS(6)
趨勢值,0.2592919699
Stock#,AXP(1)CSCO(4)DIS(6)
趨勢值,0.2399658771
Stock#,AAPL(0)AXP(1)CSCO(4)DIS(6)
趨勢值,0.2636955446
Stock#,BA(2)CSCO(4)DIS(6)
趨勢值,0.2727312611
Stock#,AAPL(0)BA(2)CSCO(4)DIS(6)
趨勢值,0.2936543974
Stock#,AXP(1)BA(2)CSCO(4)DIS(6)
趨勢值,0.2794066963
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)DIS(6)
趨勢值,0.2922238242
Stock#,CAT(3)CSCO(4)DIS(6)
趨勢值,0.3580130290
Stock#,AAPL(0)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3423108421
Stock#,AXP(1)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3369077298
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3295979485
Stock#,BA(2)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3759444942
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3639584448
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3586747063
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)DIS(6)
趨勢值,0.3500750298
Stock#,CVX(5)DIS(6)
趨勢值,0.3097822374
Stock#,AAPL(0)CVX(5)DIS(6)
趨勢值,0.3217487290
Stock#,AXP(1)CVX(5)DIS(6)
趨勢值,0.3070953017
Stock#,AAPL(0)AXP(1)CVX(5)DIS(6)
趨勢值,0.3117180352
Stock#,BA(2)CVX(5)DIS(6)
趨勢值,0.3462169764
Stock#,AAPL(0)BA(2)CVX(5)DIS(6)
趨勢值,0.3533089207
Stock#,AXP(1)BA(2)CVX(5)DIS(6)
趨勢值,0.3410990374
Stock#,AAPL(0)AXP(1)BA(2)CVX(5)DIS(6)
趨勢值,0.3396326512
Stock#,CAT(3)CVX(5)DIS(6)
趨勢值,0.5436324459
Stock#,AAPL(0)CAT(3)CVX(5)DIS(6)
趨勢值,0.4344114729
Stock#,AXP(1)CAT(3)CVX(5)DIS(6)
趨勢值,0.4450452734
Stock#,AAPL(0)AXP(1)CAT(3)CVX(5)DIS(6)
趨勢值,0.3949476078
Stock#,BA(2)CAT(3)CVX(5)DIS(6)
趨勢值,0.4855176514
Stock#,AAPL(0)BA(2)CAT(3)CVX(5)DIS(6)
趨勢值,0.4417348314
Stock#,AXP(1)BA(2)CAT(3)CVX(5)DIS(6)
趨勢值,0.4424482179
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CVX(5)DIS(6)
趨勢值,0.4095028666
Stock#,CSCO(4)CVX(5)DIS(6)
趨勢值,0.2531362633
Stock#,AAPL(0)CSCO(4)CVX(5)DIS(6)
趨勢值,0.2760150270
Stock#,AXP(1)CSCO(4)CVX(5)DIS(6)
趨勢值,0.2612818961
Stock#,AAPL(0)AXP(1)CSCO(4)CVX(5)DIS(6)
趨勢值,0.2767331190
Stock#,BA(2)CSCO(4)CVX(5)DIS(6)
趨勢值,0.2900336734
Stock#,AAPL(0)BA(2)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3033535762
Stock#,AXP(1)BA(2)CSCO(4)CVX(5)DIS(6)
趨勢值,0.2916605113
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3004200869
Stock#,CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3614360045
Stock#,AAPL(0)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3474320750
Stock#,AXP(1)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3425057084
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3350876915
Stock#,BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3751906863
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3648346754
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3597655884
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)
趨勢值,0.3521561763
Stock#,DD(7)
趨勢值,-0.1114029266
Stock#,AAPL(0)DD(7)
趨勢值,0.3559976442
Stock#,AXP(1)DD(7)
趨勢值,0.2840409599
Stock#,AAPL(0)AXP(1)DD(7)
趨勢值,0.3284904787
Stock#,BA(2)DD(7)
趨勢值,0.1670852041
Stock#,AAPL(0)BA(2)DD(7)
趨勢值,0.3961705887
Stock#,AXP(1)BA(2)DD(7)
趨勢值,0.3445557534
Stock#,AAPL(0)AXP(1)BA(2)DD(7)
趨勢值,0.3686693192
Stock#,CAT(3)DD(7)
趨勢值,0.2727157424
Stock#,AAPL(0)CAT(3)DD(7)
趨勢值,0.5881105754
Stock#,AXP(1)CAT(3)DD(7)
趨勢值,0.6017543636
Stock#,AAPL(0)AXP(1)CAT(3)DD(7)
趨勢值,0.4674336209
Stock#,BA(2)CAT(3)DD(7)
趨勢值,0.3887743973
Stock#,AAPL(0)BA(2)CAT(3)DD(7)
趨勢值,0.5335789317
Stock#,AXP(1)BA(2)CAT(3)DD(7)
趨勢值,0.5040920770
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)DD(7)
趨勢值,0.4703685476
Stock#,CSCO(4)DD(7)
趨勢值,0.1845023073
Stock#,AAPL(0)CSCO(4)DD(7)
趨勢值,0.2664280258
Stock#,AXP(1)CSCO(4)DD(7)
趨勢值,0.2359602796
Stock#,AAPL(0)AXP(1)CSCO(4)DD(7)
趨勢值,0.2705450276
Stock#,BA(2)CSCO(4)DD(7)
趨勢值,0.2642922106
Stock#,AAPL(0)BA(2)CSCO(4)DD(7)
趨勢值,0.3077446985
Stock#,AXP(1)BA(2)CSCO(4)DD(7)
趨勢值,0.2857817176
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)DD(7)
趨勢值,0.3040318721
Stock#,CAT(3)CSCO(4)DD(7)
趨勢值,0.4043628533
Stock#,AAPL(0)CAT(3)CSCO(4)DD(7)
趨勢值,0.3768011904
Stock#,AXP(1)CAT(3)CSCO(4)DD(7)
趨勢值,0.3708636426
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)DD(7)
趨勢值,0.3529079643
Stock#,BA(2)CAT(3)CSCO(4)DD(7)
趨勢值,0.3976905478
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)DD(7)
趨勢值,0.3941887406
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)DD(7)
趨勢值,0.3847274711
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)DD(7)
趨勢值,0.3729883680
Stock#,CVX(5)DD(7)
趨勢值,0.2151805590
Stock#,AAPL(0)CVX(5)DD(7)
趨勢值,0.3760010050
Stock#,AXP(1)CVX(5)DD(7)
趨勢值,0.3534808917
Stock#,AAPL(0)AXP(1)CVX(5)DD(7)
趨勢值,0.3426672556
Stock#,BA(2)CVX(5)DD(7)
趨勢值,0.3084266034
Stock#,AAPL(0)BA(2)CVX(5)DD(7)
趨勢值,0.3953143059
Stock#,AXP(1)BA(2)CVX(5)DD(7)
趨勢值,0.3668755634
Stock#,AAPL(0)AXP(1)BA(2)CVX(5)DD(7)
趨勢值,0.3698550814
Stock#,CAT(3)CVX(5)DD(7)
趨勢值,0.5557569441
Stock#,AAPL(0)CAT(3)CVX(5)DD(7)
趨勢值,0.5364112792
Stock#,AXP(1)CAT(3)CVX(5)DD(7)
趨勢值,0.5538172988
Stock#,AAPL(0)AXP(1)CAT(3)CVX(5)DD(7)
趨勢值,0.4515328799
Stock#,BA(2)CAT(3)CVX(5)DD(7)
趨勢值,0.4737837493
Stock#,AAPL(0)BA(2)CAT(3)CVX(5)DD(7)
趨勢值,0.5039620015
Stock#,AXP(1)BA(2)CAT(3)CVX(5)DD(7)
趨勢值,0.4900143291
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CVX(5)DD(7)
趨勢值,0.4541354646
Stock#,CSCO(4)CVX(5)DD(7)
趨勢值,0.2521942679
Stock#,AAPL(0)CSCO(4)CVX(5)DD(7)
趨勢值,0.2878063955
Stock#,AXP(1)CSCO(4)CVX(5)DD(7)
趨勢值,0.2669965236
Stock#,AAPL(0)AXP(1)CSCO(4)CVX(5)DD(7)
趨勢值,0.2861064168
Stock#,BA(2)CSCO(4)CVX(5)DD(7)
趨勢值,0.2943413379
Stock#,AAPL(0)BA(2)CSCO(4)CVX(5)DD(7)
趨勢值,0.3180466399
Stock#,AXP(1)BA(2)CSCO(4)CVX(5)DD(7)
趨勢值,0.3012364267
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)CVX(5)DD(7)
趨勢值,0.3125063547
Stock#,CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.4048214029
Stock#,AAPL(0)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3782179753
Stock#,AXP(1)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3727270983
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3568032305
Stock#,BA(2)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3996445702
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3914496743
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3833847467
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DD(7)
趨勢值,0.3728621502
Stock#,DIS(6)DD(7)
趨勢值,0.1237702919
Stock#,AAPL(0)DIS(6)DD(7)
趨勢值,0.3315252716
Stock#,AXP(1)DIS(6)DD(7)
趨勢值,0.2949186299
Stock#,AAPL(0)AXP(1)DIS(6)DD(7)
趨勢值,0.3225408573
Stock#,BA(2)DIS(6)DD(7)
趨勢值,0.2886769017
Stock#,AAPL(0)BA(2)DIS(6)DD(7)
趨勢值,0.3796066305
Stock#,AXP(1)BA(2)DIS(6)DD(7)
趨勢值,0.3549241218
Stock#,AAPL(0)AXP(1)BA(2)DIS(6)DD(7)
趨勢值,0.3605557022
Stock#,CAT(3)DIS(6)DD(7)
趨勢值,0.5043657417
Stock#,AAPL(0)CAT(3)DIS(6)DD(7)
趨勢值,0.5083553675
Stock#,AXP(1)CAT(3)DIS(6)DD(7)
趨勢值,0.5317951645
Stock#,AAPL(0)AXP(1)CAT(3)DIS(6)DD(7)
趨勢值,0.4385691294
Stock#,BA(2)CAT(3)DIS(6)DD(7)
趨勢值,0.4916334254
Stock#,AAPL(0)BA(2)CAT(3)DIS(6)DD(7)
趨勢值,0.5025001688
Stock#,AXP(1)BA(2)CAT(3)DIS(6)DD(7)
趨勢值,0.4996141535
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)DIS(6)DD(7)
趨勢值,0.4518479953
Stock#,CSCO(4)DIS(6)DD(7)
趨勢值,0.2289729652
Stock#,AAPL(0)CSCO(4)DIS(6)DD(7)
趨勢值,0.2755703412
Stock#,AXP(1)CSCO(4)DIS(6)DD(7)
趨勢值,0.2543160947
Stock#,AAPL(0)AXP(1)CSCO(4)DIS(6)DD(7)
趨勢值,0.2779006314
Stock#,BA(2)CSCO(4)DIS(6)DD(7)
趨勢值,0.2875796975
Stock#,AAPL(0)BA(2)CSCO(4)DIS(6)DD(7)
趨勢值,0.3118418135
Stock#,AXP(1)BA(2)CSCO(4)DIS(6)DD(7)
趨勢值,0.2962823771
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)DIS(6)DD(7)
趨勢值,0.3078316051
Stock#,CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3965384830
Stock#,AAPL(0)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3704550247
Stock#,AXP(1)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3670385239
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3513344653
Stock#,BA(2)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.4043889932
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3897556133
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3847018406
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)DIS(6)DD(7)
趨勢值,0.3710137521
Stock#,CVX(5)DIS(6)DD(7)
趨勢值,0.3052535920
Stock#,AAPL(0)CVX(5)DIS(6)DD(7)
趨勢值,0.3538594927
Stock#,AXP(1)CVX(5)DIS(6)DD(7)
趨勢值,0.3366503131
Stock#,AAPL(0)AXP(1)CVX(5)DIS(6)DD(7)
趨勢值,0.3363691404
Stock#,BA(2)CVX(5)DIS(6)DD(7)
趨勢值,0.3540977719
Stock#,AAPL(0)BA(2)CVX(5)DIS(6)DD(7)
趨勢值,0.3829791657
Stock#,AXP(1)BA(2)CVX(5)DIS(6)DD(7)
趨勢值,0.3669791333
Stock#,AAPL(0)AXP(1)BA(2)CVX(5)DIS(6)DD(7)
趨勢值,0.3638261619
Stock#,CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.5816086427
Stock#,AAPL(0)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.4868033006
Stock#,AXP(1)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.5017050853
Stock#,AAPL(0)AXP(1)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.4311096641
Stock#,BA(2)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.5069809771
Stock#,AAPL(0)BA(2)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.4817268291
Stock#,AXP(1)BA(2)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.4798913151
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CVX(5)DIS(6)DD(7)
趨勢值,0.4408148105
Stock#,CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.2698324690
Stock#,AAPL(0)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.2929157517
Stock#,AXP(1)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.2774412989
Stock#,AAPL(0)AXP(1)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.2910452306
Stock#,BA(2)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3071558164
Stock#,AAPL(0)BA(2)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3207402503
Stock#,AXP(1)BA(2)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3083000479
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3153153618
Stock#,CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3965149063
Stock#,AAPL(0)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3729720136
Stock#,AXP(1)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3695481941
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3552090746
Stock#,BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.4018452203
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3879824119
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3831336396
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)DIS(6)DD(7)
趨勢值,0.3712764806
Stock#,GS(8)
趨勢值,0.3552010063
Stock#,AAPL(0)GS(8)
趨勢值,0.3546324760
Stock#,AXP(1)GS(8)
趨勢值,0.3415446681
Stock#,AAPL(0)AXP(1)GS(8)
趨勢值,0.3313279244
Stock#,BA(2)GS(8)
趨勢值,0.4005810674
Stock#,AAPL(0)BA(2)GS(8)
趨勢值,0.3939606285
Stock#,AXP(1)BA(2)GS(8)
趨勢值,0.3831518973
Stock#,AAPL(0)AXP(1)BA(2)GS(8)
趨勢值,0.3656351247
Stock#,CAT(3)GS(8)
趨勢值,0.6765410848
Stock#,AAPL(0)CAT(3)GS(8)
趨勢值,0.4941840447
Stock#,AXP(1)CAT(3)GS(8)
趨勢值,0.5175627017
Stock#,AAPL(0)AXP(1)CAT(3)GS(8)
趨勢值,0.4288266715
Stock#,BA(2)CAT(3)GS(8)
趨勢值,0.5607418319
Stock#,AAPL(0)BA(2)CAT(3)GS(8)
趨勢值,0.4965456154
Stock#,AXP(1)BA(2)CAT(3)GS(8)
趨勢值,0.5008029517
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)GS(8)
趨勢值,0.4447940930
Stock#,CSCO(4)GS(8)
趨勢值,0.2625814678
Stock#,AAPL(0)CSCO(4)GS(8)
趨勢值,0.2861722479
Stock#,AXP(1)CSCO(4)GS(8)
趨勢值,0.2694187695
Stock#,AAPL(0)AXP(1)CSCO(4)GS(8)
趨勢值,0.2845158137
Stock#,BA(2)CSCO(4)GS(8)
趨勢值,0.3096467766
Stock#,AAPL(0)BA(2)CSCO(4)GS(8)
趨勢值,0.3190384952
Stock#,AXP(1)BA(2)CSCO(4)GS(8)
趨勢值,0.3066213106
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)GS(8)
趨勢值,0.3122724516
Stock#,CAT(3)CSCO(4)GS(8)
趨勢值,0.3965796508
Stock#,AAPL(0)CAT(3)CSCO(4)GS(8)
趨勢值,0.3684115948
Stock#,AXP(1)CAT(3)CSCO(4)GS(8)
趨勢值,0.3646480638
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)GS(8)
趨勢值,0.3499229123
Stock#,BA(2)CAT(3)CSCO(4)GS(8)
趨勢值,0.4086681665
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)GS(8)
趨勢值,0.3881031327
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)GS(8)
趨勢值,0.3838400930
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)GS(8)
趨勢值,0.3693789477
Stock#,CVX(5)GS(8)
趨勢值,0.3886506801
Stock#,AAPL(0)CVX(5)GS(8)
趨勢值,0.3620247053
Stock#,AXP(1)CVX(5)GS(8)
趨勢值,0.3523038496
Stock#,AAPL(0)AXP(1)CVX(5)GS(8)
趨勢值,0.3398514572
Stock#,BA(2)CVX(5)GS(8)
趨勢值,0.4010911295
Stock#,AAPL(0)BA(2)CVX(5)GS(8)
趨勢值,0.3889285975
Stock#,AXP(1)BA(2)CVX(5)GS(8)
趨勢值,0.3791727333
Stock#,AAPL(0)AXP(1)BA(2)CVX(5)GS(8)
趨勢值,0.3658340521
Stock#,CAT(3)CVX(5)GS(8)
趨勢值,0.5893678068
Stock#,AAPL(0)CAT(3)CVX(5)GS(8)
趨勢值,0.4709284528
Stock#,AXP(1)CAT(3)CVX(5)GS(8)
趨勢值,0.4819037112
Stock#,AAPL(0)AXP(1)CAT(3)CVX(5)GS(8)
趨勢值,0.4213424617
Stock#,BA(2)CAT(3)CVX(5)GS(8)
趨勢值,0.5247895499
Stock#,AAPL(0)BA(2)CAT(3)CVX(5)GS(8)
趨勢值,0.4735978324
Stock#,AXP(1)BA(2)CAT(3)CVX(5)GS(8)
趨勢值,0.4741903255
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CVX(5)GS(8)
趨勢值,0.4338009926
Stock#,CSCO(4)CVX(5)GS(8)
趨勢值,0.2867459302
Stock#,AAPL(0)CSCO(4)CVX(5)GS(8)
趨勢值,0.2991310403
Stock#,AXP(1)CSCO(4)CVX(5)GS(8)
趨勢值,0.2860768758
Stock#,AAPL(0)AXP(1)CSCO(4)CVX(5)GS(8)
趨勢值,0.2951891268
Stock#,BA(2)CSCO(4)CVX(5)GS(8)
趨勢值,0.3196525334
Stock#,AAPL(0)BA(2)CSCO(4)CVX(5)GS(8)
趨勢值,0.3251256303
Stock#,AXP(1)BA(2)CSCO(4)CVX(5)GS(8)
趨勢值,0.3146179926
Stock#,AAPL(0)AXP(1)BA(2)CSCO(4)CVX(5)GS(8)
趨勢值,0.3181337902
Stock#,CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3917955452
Stock#,AAPL(0)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3696682944
Stock#,AXP(1)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3657288803
Stock#,AAPL(0)AXP(1)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3529937775
Stock#,BA(2)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.4017453046
Stock#,AAPL(0)BA(2)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3855160142
Stock#,AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3810678863
Stock#,AAPL(0)AXP(1)BA(2)CAT(3)CSCO(4)CVX(5)GS(8)
趨勢值,0.3691813037
Stock#,DIS(6)GS(8)
趨勢值,0.3691244900
Stock#,AAPL(0)DIS(6)GS(8)
趨勢值,0.3502840475
Stock#,AXP(1)DIS(6)GS(8)
趨勢值,0.3427331665
Stock#,AAPL(0)AXP(1)DIS(6)GS(8)
趨勢值,0.3324507023
Stock#,BA(2)DIS(6)GS(8)
趨勢值,0.4116335829
Stock#,AAPL(0)BA(2)DIS(6)GS(8)
趨勢值,0.3865517432
Stock#,AXP(1)BA(2)DIS(6)GS(8)
趨勢值,0.3816361942
